Date,S&P500,CAC40
2000-01-04,-0.03834466807849768,-0.041462692513285604
2000-01-05,0.0019221829913671495,-0.03390676047625163
2000-01-06,0.0009556781096431433,-0.005399991053627762
2000-01-07,0.027090399268961063,0.016421687313678435
2000-01-10,0.011189969413615053,0.019227031602395472
2000-01-11,-0.013062511876438365,-0.005706611651011051
2000-01-12,-0.004386371327394056,-0.0055932422896676215
2000-01-13,0.012169700618563484,0.009089159762651233
2000-01-14,0.010671299962722536,0.0273731814401057
2000-01-17,,0.009562059271504664
2000-01-18,,-0.029066573803655404
2000-01-19,0.0005222932212531894,-0.004140743980867279
2000-01-20,-0.007095321074094607,0.010670094815132813
2000-01-21,-0.0029123190810015354,-0.004977531199256258
2000-01-24,-0.027633593591799732,0.0016791941586939974
2000-01-25,0.006064800483985611,-0.016405229705906077
2000-01-26,-0.00421272125638672,0.008721719378070647
2000-01-27,-0.00393842799334565,0.007443835054688153
2000-01-28,-0.027456829027902918,0.007506518814452523
2000-01-31,0.025217566974388372,-0.012430488046968668
2000-02-01,0.01062781920924527,0.02007308763104998
2000-02-02,-0.00011355740261742575,0.030041109732742655
2000-02-03,0.011248137590027962,0.03410372251177396
2000-02-04,-0.000421044371651913,0.020497082700386304
2000-02-07,-9.127184878798822e-05,-0.011495116775301684
2000-02-08,0.012273198750635705,0.01516544913424167
2000-02-09,-0.02081542211764542,-0.00413805412600543
2000-02-10,0.0036268038470079755,-0.01021750065807725
2000-02-11,-0.02096932014356223,0.012805395044018342
2000-02-14,0.0020329505010301396,-0.002972787080503636
2000-02-15,0.008712683952101452,-0.0280282350507135
2000-02-16,-0.01025641338184169,-0.007609171108856061
2000-02-17,0.0004251484874857603,0.017976362460682127
2000-02-18,-0.030376185763956398,-0.014986246324777186
2000-02-21,,-0.01574217946819101
2000-02-22,,-0.0006652489418000895
2000-02-23,0.006300906826835595,0.011392991600083224
2000-02-24,-0.005335445992795007,0.007880586139896284
2000-02-25,-0.01482903996726348,0.01807276385151635
2000-02-28,0.0110173273819143,-0.013881911753161003
2000-02-29,0.013627086867551208,0.01445746096437528
2000-03-01,0.009345513861218402,0.01055730673330868
2000-03-02,0.001863462226787016,0.03536104078508728
2000-03-03,0.019837044049593633,0.00564411848555646
2000-03-06,-0.012695426449990443,0.004892474621459142
2000-03-07,-0.02563109757114057,-0.015907455128673198
2000-03-08,0.008173349533495022,-0.015039139586273231
2000-03-09,0.025601808359159595,0.012365694129492733
2000-03-10,-0.004722866963392747,0.013520752463762387
2000-03-13,-0.008207438775620024,-0.026627059833932987
2000-03-14,-0.017685470569578254,0.0021177323250758384
2000-03-15,0.02427251564712085,-0.025417520887481837
2000-03-16,0.047646038011081915,0.011244226702608495
2000-03-17,0.0041139002657062385,0.0073100235311667205
2000-03-20,-0.005353449355160467,0.007650355331993763
2000-03-21,0.025565854135601862,-0.004980653254357814
2000-03-22,0.004531866597078826,-0.006578220617433184
2000-03-23,0.017799046191472767,-0.0017486022146524505
2000-03-24,7.20105760438905e-05,0.015307109274166342
2000-03-27,-0.0023568379388013705,0.01360571931694965
2000-03-28,-0.01058496517912777,0.011386050818005478
2000-03-29,0.0005239924076154701,-0.0028845737906202373
2000-03-30,-0.013655752206946925,-0.029461339797434927
2000-03-31,0.007164304394414511,-0.0043982914154010455
2000-04-03,0.004931344916619063,-0.024781824833790767
2000-04-04,-0.007463621754109195,0.01495365156558126
2000-04-05,-0.004923956465537893,-0.029733491763372366
2000-04-06,0.009392397822321596,0.03098922300714846
2000-04-07,0.009997742088630579,0.013499317043902836
2000-04-10,-0.007841207399263528,0.00901387165096379
2000-04-11,-0.0025723483626483024,-0.016257911680692017
2000-04-12,-0.022271188423368282,-0.0036285262521885686
2000-04-13,-0.018171059509909937,0.004109774093129959
2000-04-14,-0.05827793670488546,-0.03170803113606224
2000-04-17,0.033083594440355135,-0.000852319334141205
2000-04-18,0.02866340737013995,0.014338640085478582
2000-04-19,-0.00980848828193237,0.0030939740302529106
2000-04-20,0.00495286661329386,0.011035473370227589
2000-04-24,-0.0032624071712881175,
2000-04-25,0.03327595466837896,
2000-04-26,-0.011134091282396064,0.011167221391547022
2000-04-27,0.002689993591473483,-0.022377274343542086
2000-04-28,-0.008526055934586774,0.027507075274291193
2000-05-01,0.010892053802276314,
2000-05-02,-0.01495655435893073,
2000-05-03,-0.02156556612723426,-0.019316112661066143
2000-05-04,-0.0039078718057253825,0.008715566086157533
2000-05-05,0.016359641218557153,0.008321271230779637
2000-05-08,-0.005905195974303279,-0.004787808424406403
2000-05-09,-0.0084470455954464,-0.022229156291796226
2000-05-10,-0.020599916097947757,-0.01668391342833453
2000-05-11,0.01790246837893128,0.018646607397336368
2000-05-12,0.009340679350512193,0.010836791411567903
2000-05-15,0.022097754530216118,-0.008838209569048683
2000-05-16,0.009419189353131463,0.025831217499102
2000-05-17,-0.012441672634015521,-0.015911868877068303
2000-05-18,-0.0073146066676795796,-0.00016729916495694663
2000-05-19,-0.021054689703017493,-0.03966546676974203
2000-05-22,-0.004428004324930623,-0.016442715282150355
2000-05-23,-0.01917584236203862,0.008924945877127
2000-05-24,0.01833524794749475,-0.01975421233264807
2000-05-25,-0.012529951527866068,0.01701648503127262
2000-05-26,-0.0025334413910176323,-8.324342512366911e-05
2000-05-29,,0.012396495709738664
2000-05-30,,0.019396910916544163
2000-05-31,-0.0013005558363676784,0.01593070695175247
2000-06-01,0.01985786533339695,0.026990847186151745
2000-06-02,0.01963677088181548,0.011183833688240608
2000-06-05,-0.0065188286551806085,-0.002586379280459905
2000-06-06,-0.006670645210256287,-0.009989055180376738
2000-06-07,0.009274008017500446,-0.013850258698063334
2000-06-08,-0.006585704044367313,0.0038716867354005036
2000-06-09,-0.00322924643149769,0.0038919330298308186
2000-06-12,-0.007515667345379673,
2000-06-13,0.0162101946101314,
2000-06-14,0.0007486509827663301,0.011520296793782858
2000-06-15,0.00556934268275433,-0.014394472810912329
2000-06-16,-0.00965018611898738,-0.008708796129244023
2000-06-19,0.01470852029898495,0.007574105194056768
2000-06-20,-0.00676315533521199,0.007649276025462948
2000-06-21,0.0021545809926770687,-0.00978809154264193
2000-06-22,-0.01822013689324775,-0.002446536828646706
2000-06-23,-0.007368282751745725,0.010883632765267492
2000-06-26,0.009594360180085637,0.006250187898031445
2000-06-27,-0.0032707873744957094,-0.002758761804360077
2000-06-28,0.002943640217300425,0.006070275854316964
2000-06-29,-0.008543965644911,-0.031347062927627345
2000-06-30,0.00846508975623772,0.007142868585483075
2000-07-03,0.010270908653456035,0.009606730960482146
2000-07-04,,-0.0021049793361970215
2000-07-05,,-0.004937792119244944
2000-07-06,0.00721881278742309,-0.0013508255380749734
2000-07-07,0.015260820774855244,0.01735365926269794
2000-07-10,-0.002217884402412218,-0.011963242353912995
2000-07-11,0.0035646099829429456,0.0004516704354793344
2000-07-12,0.008130327253255576,0.00711204592575343
2000-07-13,0.0019558461197182186,0.0051786196104632864
2000-07-14,0.009452892670027913,
2000-07-17,0.0003377592896738335,
2000-07-18,-0.011089116848368552,-0.015819006826679805
2000-07-19,-0.007886264928226638,-0.002982585979170116
2000-07-20,0.009183773995454336,0.010571053869027791
2000-07-21,-0.01028370817491664,-0.015181808937124619
2000-07-24,-0.010741798669868241,0.005948173352938735
2000-07-25,0.006952127904347849,-0.005945290710260842
2000-07-26,-0.01495447665665084,0.004500347784362813
2000-07-27,-0.0019278505827550196,0.002853809511204286
2000-07-28,-0.020508809597612254,-0.014713834302180206
2000-07-31,0.007704780858649007,0.01975928115411696
2000-08-01,0.0050809807975338295,-0.0015590692453627542
2000-08-02,0.00041720019200552905,-0.0003643259558697709
2000-08-03,0.009633772080540837,-0.026796690349754737
2000-08-04,0.007139116249160082,0.016746041094293673
2000-08-07,0.01120346973291686,0.00892846549627091
2000-08-08,0.002352501598989809,0.002055502384316954
2000-08-09,-0.006696825859147548,0.005777356502856046
2000-08-10,-0.008568302130551153,-0.00116285041115205
2000-08-11,0.00793697368280255,-0.0014537113687252967
2000-08-14,0.013398258799452334,0.008600620064283637
2000-08-15,-0.004780233180509463,0.004122940884394799
2000-08-16,-0.0030854118815165643,0.007152780684968496
2000-08-17,0.010960550711704986,-0.007291988397103766
2000-08-18,-0.0029076017446426627,-0.006177490084755655
2000-08-21,0.0052020552905565065,-0.0034454062200648394
2000-08-22,-0.000900295838238141,-0.008813631155108803
2000-08-23,0.005233167879129308,-0.001843767330296009
2000-08-24,0.0015538742047640497,-0.006116864564121638
2000-08-25,-0.001233239420022958,0.020609892691064058
2000-08-28,0.005071535660706283,0.003018927154019302
2000-08-29,-0.002806966624138041,0.002867748667084724
2000-08-30,-0.004801833415544188,9.494780520413748e-05
